.pl 16959
CisloPrijemky;DatumVydeje;CisloDodavatele;NazevDodavatele;CisloKarty;NazevZbozi;MernaJednotka;NakupCena;SazbaD;VPal;VKart;Prijato
--DATA--
00014$;737796$;00078$;Vamtex s.r.o. Vamberk$;0826$;Hadr na podlahu tkanı SOÒA 60x60cm$;ks$;14.23$;21$;0$;50$;800
00014$;737796$;00078$;Vamtex s.r.o. Vamberk$;4074$;Hadr na podlahu tkanı Venda 60x60cm$;ks$;16.91$;21$;0$;50$;300
00014$;737796$;00078$;Vamtex s.r.o. Vamberk$;2659$;Hadr na podlahu tkanı Venda 60x90cm$;ks$;24.71$;21$;0$;50$;100
00015$;737796$;00629$;KALVEI, s.r.o.$;3535$;Osvìovaè vzduchu EASY náplò Apple$;ks$;68.50$;21$;6000$;12$;12
00015$;737796$;00629$;KALVEI, s.r.o.$;3504$;Osvìovaè vzduchu EASY náplò Kiwi/Grep$;ks$;68.50$;21$;0$;12$;12
00016$;737796$;00629$;KALVEI, s.r.o.$;4667$;\o\Pap.ruè.ZZ 2vr.Tork 150299 4746ut bíl$;kar$;718.50$;21$;0$;0$;2
00016$;737796$;00629$;KALVEI, s.r.o.$;1864$;Papírové ruèníky role 1vr Tork 510137 bí$;rol$;663.00$;21$;72$;0$;4
00016$;737796$;00629$;KALVEI, s.r.o.$;5312$;Papírové ruèníky ZZ 2vr Tork 100288 Bílá$;ks$;35.74$;21$;672$;21$;210
00017$;737797$;00772$;DISTRIMO$;4030$;Ceresit Stop vlhkosti náplò 2x450g$;ks$;141.05$;21$;0$;12$;24
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;3166$;\o\Hadr švédskı mikro 50x60  380g$;ks$;30.90$;21$;0$;60$;10
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;5046$;Houbièka nádobí viskozní 12x7x1,5cm$;ks$;6.80$;21$;0$;12$;36
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;5210$;Smetáèek PE obyè. YA  26x3,5cm$;ks$;11.20$;21$;0$;24$;24
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;5775$;Smeták PE závit hrubı Viktoria 30cm$;ks$;16.99$;21$;0$;24$;72
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;0930$;Kartáè silnièní 40cm Fave s holí 140c$;ks$;75.00$;21$;0$;3$;12
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;2698$;Hul teleskop 300cm závit hrubı+kolnus!!$;ks$;44.00$;21$;0$;0$;10
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;1532$;Kartáèek na ruce PE s dradlem Kamil$;ks$;8.50$;21$;0$;14$;14
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;1705$;WC souprava obyè Streè bílá 13x13x39cm$;ks$;12.00$;21$;0$;20$;100
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;2049$;Zvon na vılevky - obyè  v.33x10cm$;ks$;26.90$;21$;0$;25$;25
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;5381$;Vìdro PVC 10l mìrka Jolly$;ks$;27.90$;21$;0$;0$;60
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;0744$;Mop KOMPLET plochı inylkovı + hul$;ks$;65.00$;21$;0$;20$;20
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;5582$;Koš PVC 12L kulatı plnı šedı$;ks$;32.90$;21$;0$;0$;1
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;1257$;Koš PVC 12L kulatı plnı hnìdı$;ks$;32.90$;21$;0$;0$;5
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;5600$;Koš PVC 12L kulatı plnı bílı$;ks$;32.90$;21$;0$;0$;2
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;3821$;Koš PVC 12L kulatı plnı èernı$;ks$;32.90$;21$;0$;0$;2
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;0423$;Chòapka bavlnìná 2ks magnet+poutko mix$;bal$;28.20$;21$;0$;25$;50
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;3570$;Kolíèky na prádlo DR 20ks$;bal$;7.90$;21$;0$;60$;60
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;0805$;Roho textilní 60x40cm Clin gum.kraj$;ks$;49.50$;21$;0$;20$;10
00018$;737797$;00975$;Velkoobchod FAVE s.r.o.$;1893$;Roho textilní 75x45cm Excelent gum.kraj$;ks$;71.00$;21$;0$;10$;10
00019$;737797$;00465$;Osapo s.r.o.$;3481$;Gumové rukavice kys standard l/èer è.9$;pár$;54.23$;21$;0$;10$;30
00019$;737797$;00465$;Osapo s.r.o.$;4220$;Zástìra jednorázová igelit.100ks 80x135c$;bal$;116.93$;21$;0$;5$;20
00019$;737797$;00465$;Osapo s.r.o.$;1972$;Respirátor s ventilkem 731/1031 FFP2NRD$;ks$;32.40$;21$;0$;15$;150
00020$;737797$;01007$;Augustin Pecha-Mopservis s.r.o.$;3472$;Houbièka nádobí velká s bílım Padem 13x7$;ks$;7.50$;21$;0$;10$;50
00020$;737797$;01007$;Augustin Pecha-Mopservis s.r.o.$;3073$;Mop drák Speedy/Flipper 40cm s magnetem$;ks$;320.00$;21$;0$;10$;20
00020$;737797$;01007$;Augustin Pecha-Mopservis s.r.o.$;5003$;Pad ruèní èernı vysokı-S$;ks$;25.00$;21$;0$;25$;100
00020$;737797$;01007$;Augustin Pecha-Mopservis s.r.o.$;5718$;Mop NN bavlnìnı Sprint PLUS 40cm 2xkapsa$;ks$;68.00$;21$;0$;50$;100
00021$;737797$;00029$;Severochema v.d. Liberec$;2247$;Aceton èistı 9l kanystr$;kan$;383.33$;21$;0$;0$;10
00021$;737797$;00029$;Severochema v.d. Liberec$;1659$;Benzín technickı 4l$;kan$;209.40$;21$;0$;0$;10
00021$;737797$;00029$;Severochema v.d. Liberec$;1999$;Líh technickı 4l$;kan$;204.74$;21$;0$;0$;2
00021$;737797$;00029$;Severochema v.d. Liberec$;2345$;Pepo 1000ml tekutı podpalovaè$;ks$;41.00$;21$;0$;8$;24
00021$;737797$;00029$;Severochema v.d. Liberec$;2077$;Pepo 320g podpalovaè pevnı$;ks$;16.47$;21$;1800$;30$;1800
00021$;737797$;00029$;Severochema v.d. Liberec$;1266$;Øedidlo nitro 4l 6000$;kan$;150.55$;21$;0$;0$;10
00021$;737797$;00029$;Severochema v.d. Liberec$;0151$;Øedidlo nitro 9l 6000 kanystr$;kan$;295.85$;21$;0$;0$;15
