.pl 16959
CisloKarty;NazevZboziInv;PocetInv
--DATA--
0823$;||191025$;0
0824$;Prášek Ariel 4 dávky Mountain$;86
0825$;Hrablo na sníh AL bez hole š.50x37cm$;13
0826$;Hadr na podlahu tkanı SOÒA 60x60cm$;277
0827$;||180109$;0
0829$;||190102$;0
0830$;\O\Wypall L40(7426)33x38cm$;0
0831$;Dávkovaè mıdla 800ml bílı 16077 Kennedy$;22
0832$;Koš našlapnı +vloka 15L Goliáš bíl-èerv$;0
0833$;Utìrka švédská Praktitex 40x40cm 260g$;240
0835$;Prací tablety Savo 17ks Uni bílé/color$;1
0836$;||201111$;0
0837$;||190104$;0
0838$;Šampon Nivea 250ml Volume$;2
0839$;Štìtka malíøská, hranatá,PE C2$;1
0840$;Štìtka malíøská, hranatá PE C4 ST.$;0
0841$;Drátìnı kartáè PE 1070 - 4øadı$;20
0842$;Štìtec plochı C 2    PH 81264$;75
0843$;Štìtec plochı C 1    PH 81264$;184
0844$;\D\Mefistu kuchynì 500ml$;0
0845$;Osvìovaè Gel Glade Konvalinka/Lev 150g$;93
0846$;Štìtec kulatı C 12 PH 81101$;36
0847$;||180724$;0
0848$;Nádobí Fox citron 10l$;38
0849$;Koš vıklopnı 20L Kajetán bílı$;33
0850$;Sáèky do koše 35l 50x60/ 15mi zatah15kMO$;361
0851$;Mop KOMPLET plochı QuickMax+vìdro samod$;4
0852$;\o\Oasis Standard 10ks$;0
0853$;Orkán profi uni 29kg do myèek$;3
0854$;Øedidlo syntetik 4l 6006$;0
0855$;||190103$;0
0856$;Pad Super 356mm/14" bílı$;0
0857$;Prezervativ Pepino 3ks$;154
0858$;Koš PVC 12L kulatı dìrovanı hnìdı  31x29$;0
0859$;\o\Papír.sedátko na WC Tork 750160 250ks$;0
0860$;Perchloretylen 800g$;25
0861$;||200729$;0
0862$;Orkán èistiè myèky 150g$;25
0863$;Kartáè na nádobí 4422$;23
0864$;\o\Osvìovaè spray Ambi-Pur 300m Apple v$;0
0865$;\o\Gumové ruk.tech.èerné 300/0,65 7-7,5$;0
0866$;Konkor 101 400ml velkı$;140
0867$;\o\Roho textilní Nova Nop 46x152,5cm$;0
0868$;\O\Mıdlo pìnové DEB 1l PureBac Foam Wash$;0
0869$;\o\Stojan na dezinfekci - dávkovaè NOVO$;0
0870$;||200827$;0
0871$;Krycí folie 4x5m / 7mikronu$;90
0872$;Sáèky PACLAN vel.4 8x14x32cm 1000ks$;56
0873$;WC závìs tekutı Bref Duoaktiv Pine 50ml$;57
0874$;Chrániè sluchu zátky 2ks EAR$;270
0876$;Kartáè dehtovací 28x8cm$;15
0877$;Osvìovaè vzd.Glade One Touch Marin/zahr$;15
0878$;Pumpa náhrad. pro dávkovaè zpìò.mıdla CN$;2
0879$;||190516$;0
0880$;Larrin rez a vodní kámen 500ml$;1
0881$;Avivá Wansou 1l Lotos$;21
0882$;\O\Vìdro smaltované s víkem$;0
0883$;\o\Balnexin koncentrát 1l$;0
0884$;||201209$;0
0886$;\O\Myjeto 1L$;0
0887$;||190104$;0
0888$;||191025$;0
0889$;||190109$;0
0890$;|Paleta EUR - Wiltex$;78
0891$;Tempo krém 120g staré karoserie$;26
0892$;Sáèky MIKRO 20x30/50ks 0.008$;172
0895$;||190104$;0
0896$;Pampers Jumbo Junior 78$;0
0897$;Koupelny Mr.Proper 500ml MR$;102
0898$;Mıdlo Lux mix 85g po záruce$;496
0899$;\o\Sanytol tablety do myèky 40ks$;0
0900$;\o\Solsapon 500g kelímek lutı$;0
0901$;\o\Toaletní papír Katrin 105003 chem.WC$;0
0902$;\o\Koleèko náhradní nafukovací pr.400$;0
0903$;\o\Orkán sùl do myèky 1.5kg$;0
0904$;\O\Sidolux ochr.a lesk dlaba,kámen 750m$;0
0906$;\o\Oasis PRO 54 2l$;0
0907$;||201202$;0
0908$;\D\Herkules na puzzle 100g$;0
0909$;Pytle 120L/40mi 70x110cm role-25ks èerná$;513
0910$;\O\Epicare 3 5l$;0
0911$;\o\Orkán tabl.myèka 36ks$;0
0912$;Osvìovaè vzd.Glade One Touch NN Citrus$;18
0913$;\o\Spray Car.èernı mat 400ml$;0
0914$;||191218$;0
0915$;Cleamen 644 23l desinfekce +kanystr$;0
0916$;\o\Sagen dezinf.stud.50x10g$;0
0917$;Deo Dove Invisible/Soft  150ml        /6$;6
0918$;Opalovací mléko Astrid F10 200ml$;7
0919$;Líh technickı 800ml Labar$;368
0920$;\O\Vìdro 25l 24x24x33cm$;0
0921$;Mop drák suchı zip 40cm$;8
0923$;Vìdro PVC  5l s mìrkou$;49
0924$;\o\Solvina Profi abraziv.mycí pasta 5kg$;0
0925$;Písek tekutı Primona 600g$;58
0926$;Zástìra gumová dámská 85x90 B 500/20$;26
0927$;Zástìra gumová lékáøská bílá  v404/2$;21
0928$;||200729$;0
0929$;Isofa/Vakavo pasta na ruc ECO 500g green$;183
0930$;Kartáè silnièní 40cm Fave s holí 140c$;13
0931$;\O\Roho textilní Arcos 240x120cm$;0
0932$;||190104$;0
0933$;||200729$;0
0934$;\O\vako 120 C/N vozík$;0
0935$;\o\Visaèka hotelová$;0
0936$;\O\sáèky LDPE 350x450/30mi 500ks$;0
0937$;Koš PVC 12L kulatı dìrovanı bílı 31x29cm$;0
0938$;\D\Herkules tyèinka Blistr 2+1 8g$;0
0939$;\o\Roho textilní Capri 60x40cm olemovan$;0
0940$;\o\Sanytol dezinfekce prádla 500ml$;9
0941$;Koštì venkovní DR WOOD s kov.holí 130cm$;118
0942$;Fixinela 5l$;16
0943$;Univerzal Krystal   5l modrı$;88
0944$;STC lyonskı plochı C  8$;1
0945$;||180530$;0
0946$;||191025$;0
0947$;||201202$;0
0948$;Voda po holení Windsor 100ml$;10
0949$;||190104$;0
0950$;\o\Nádobí Optimax 5l$;0
0951$;\o\Isofa 200CLAS 500g$;0
0952$;Smetáèek DR NELAK 5206/611$;52
0953$;\o\Clinell bezalkohol.dezinf.spray 500ml$;0
0954$;\o\Suma Rinse A5 20l$;0
0955$;Písek tekutı REAL 600g jemnı bílı/fialov$;1155
0956$;||191219$;0
0957$;Šampon Nivea 250ml normální vlas$;8
0958$;\O\Maxx Into C2 5l$;0
0959$;\o\Isofa MAX gelová pasta 450g$;0
0960$;\o\Barva Eternal èernı mat 5kg$;0
0961$;|SUD - Petrolej - Praha$;-2
0962$;\o\Vìdro zednické 12l PVC èerné$;0
0963$;\o\Obuv Panda Strong sandál Topol.6109$;0
0964$;Tekuté mıdlo 5l Mitia Jablko zelené$;124
0965$;Alpa 60ml lesana$;18
0966$;\O\Kyselina sírová 38% 75kg$;0
0967$;||190104$;0
0968$;\o\Barva SU 2013/1110 4l šedá$;0
0969$;Tekuté mıdlo 5l Mitia Oceán modrı$;118
0970$;Štìtec kulatı C 20 PH 81101$;27
0971$;Štìtec zárohák C 2   PH$;83
0972$;Štìtec zárohák C 1.5 PH$;124
0973$;\o\Barva Eternal èernı mat 10kg$;0
0974$;\o\Prášek Jelen 1,5kg mıdlo.vloèky$;0
0975$;\O\Zásobník WC papír 190 metal CN188$;0
0976$;||191218$;0
0980$;\O\Imagin na vodní kámen 7kg$;0
0981$;\D\TEMPO CR krem 120g$;0
0982$;\o\Louh Muscle 1l èistiè odpadu gelovı$;0
0983$;\o\ECO Real Green Clean podlahy 5kg$;0
0984$;Sekáè na led støední + hul 25x10cm$;10
0985$;||180724$;0
0986$;||190531$;0
0987$;Štìtec plochı C 3    PH 81216$;67
0988$;Váleèek malíøskı + síto 18$;8
0989$;||200729$;0
0990$;Houbièka nádobí s drá MAXI 10x15x5c lu$;352
0991$;||201110$;0
0992$;Cleamen 121 5l metalickı vosk$;0
0993$;\o\SUMA A8  20l$;0
0994$;\D\Kumatox G 300g$;0
0995$;Øedidlo S 6001 700ml$;35
0997$;||190104$;0
0998$;Štìtec zapanty C 12$;71
0999$;Utìrka UNI Petr 34x38cm 110g zelená$;986
1000$;Orion Total Attack nástraha mravenci 2ks$;88
1001$;\KN\Dusiènan sodnı 50kg$;0
1002$;|Paleta EUR - BM plus$;0
1003$;||190111$;0
1004$;||190213$;0
1005$;||191025$;0
1006$;\D\modelit 500g$;0
1007$;||191025$;0
1008$;Cleamen 302/402 1l osvìovaè-neutralizát$;46
1009$;||190104$;0
1010$;\o\Pap.ruè.role Tork 2vr.290068$;0
1011$;\O\víko k Pedalbag mix bar. 50,5x39,5cm$;0
1012$;\o\Pronto vosk/leštìnka døev.podl. 750ml$;0
1013$;Hadr na podlahu PETR 60x70cm modrı$;1297
1014$;Osvìovaè spray Glade 300ml Vùnì èistoty$;113
1015$;||180530$;0
1016$;Leštìnka Pronto spray hnìdá 250ml$;1
1017$;Raid spray létající 400ml$;0
1018$;\O\Rain X 200ml proti mlen$;0
1019$;Stìrka podlaha kovová 75cm s gumou$;26
1020$;Vìdro+košík VILEDA oválné$;19
1021$;\o\Merida Super Sanitin koncentrát 1l$;0
1024$;\o\Clinell gel na ruce 50ml$;0
1025$;|Paleta EUR - Bochemie Dezi$;0
1026$;\O\Roho textilní Arcos 150x100cm èerná$;0
1027$;\o\Primalex standard 15kg$;0
1028$;||190104$;0
1029$;||191025$;0
1030$;Šampon Tania 500ml Bøíza$;42
1031$;\D\OVO obtisky sada$;0
1032$;Koš prádelní Billy 55x36x23cm$;4
1033$;Somat do myèky èistiè 250ml           /2$;77
1034$;Respirátor oznaèen FFP2/ KN95 bez ventil$;0
1035$;\O\sváøecí kukla SCANORAM$;0
1036$;||191025$;0
1037$;||191025$;0
1038$;Koberce Vanish 500ml strojní$;24
1039$;\O\Toaletní papír Gigant 2vrs.190 Light$;0
1040$;\O\Barva RAL 5012 2v1 2,5l$;0
1041$;||191025$;0
1042$;Rozmıvák Komplet 35cm EKO s padem$;1
1043$;\P\Lak.tu.3T0050300A Q5X G0G0$;0
1044$;\o\Dávkovaè mıdla 800ml zpìò+dezi.16082$;0
1045$;||201202$;0
1046$;\D\OVO obtisky mix$;0
1047$;\o\Konev PVC 10l$;0
1048$;Dradlo váleèku délka 28cm$;55
1049$;\o\Leštìnka Pronto cream 250ml vèel.vosk$;0
1050$;Stìrka na okna 35cm kov PROFI$;5
1051$;\o\Oasis PRO 65 2l$;0
1052$;\D\Bio Golem 1000g$;0
1053$;Sáèky MIKRO 25x35/50ks 0.015$;218
1054$;Osvìovaè spray Wind 300ml Jap.zahrada$;421
1055$;Mop KOMPLET plochı Spontex Expr+ Compact$;1
1056$;Tekuté mıdlo 5l Vakavo Love Herbal bílé$;125
1057$;Rıè špièatı s holí T$;0
1058$;||190104$;0
1059$;||190104$;0
1060$;Peroxid vodíku 35% 950g technickı$;80
1061$;\o\Pap.ruè.role Tork 2vr.471110$;0
1062$;Cleamen 310 5l gel wc èistiè$;9
1063$;||180712$;0
1064$;\o\Vojenské leštidlo 250g hnìdé$;0
1065$;\S1\Písek tekutı Real Industrial 10kg$;0
1066$;|Paleta EUR - Melitrade$;22
1067$;||190104$;0
1068$;||191218$;0
1071$;Kartáè lahvovı 50mm    2519$;9
1072$;\o\Škrabka podlah 120cm Eko$;0
1073$;\o\Prášek Merkur 600g Bílá síla$;0
1074$;Pøíbor nerez nù Miláno$;44
1075$;Pøíbor nerez polévková líce Miláno$;13
1076$;Pøíbor nerez vidlièka Miláno$;52
1077$;Stìrka na okna 24cm s molit. teles.35-70$;16
1078$;||190111$;0
1079$;Houbièka nádobí s drá *5ks* MAXI$;145
1080$;\O\Sáèky mikrot.20x30/500ks extra silnı$;0
1081$;\o\Bona TV leštìn.parket Freschen Up 5l$;0
1082$;\o\Brèka 250ks 24cm è.66118$;0
1083$;Dávkovaè mıdla a desinf. NOVO 350ml kouø$;23
1084$;||200729$;0
1085$;||190129$;0
1086$;Krém na ruce Indulona mìsíèková 100g  /5$;6261
1087$;\o\Møíka do pisoaru obyè$;0
1088$;Cleamen 122 5l podlaha s leskem$;152
1089$;\o\Desam GK bez vunì 1l dezinf.povrch$;0
1090$;Podpìra mopu PVC + drák Alu tyèe-modrı$;4
1091$;||190528$;0
1092$;||201110$;0
1093$;\o\šampon Isolda Gold Hair/Body 500ml$;0
1094$;Rozprašovaè 0.75l UH Sprit$;51
1095$;Mop NN bavlnìnı FW 60cm plochı$;32
1096$;||190102$;0
1097$;||191025$;0
1098$;\o\Larrin proti plísni 500ml MR$;0
1099$;Koberce Akypo 5l strojní èistiè$;0
1100$;||190102$;0
1101$;\o\Utìrka švédská MMS 260g 40x60cm$;0
1102$;\o\Rukavice vinyl M 100ks nepudrované$;0
1103$;Taška igelit ucho 44x50cm mix motivù$;621
1104$;\O\Šampon Cronvel 1l ultra blonde$;0
1105$;\o\Spray RAL 5002 modrá 400ml$;0
1106$;Textilní rukavice terè Pánské Osprey8011$;2
1107$;||191218$;0
1108$;Motouz JUTA 500g tex500x3$;31
1109$;Ostøikovaè léto Carline 3l$;0
1110$;Mop KOMPLET plochı Unger 40cm 3díry/2jaz$;1
1111$;||180724$;0
1112$;||200729$;0
1113$;||191025$;0
1114$;\AU\Ajax 1l$;0
1115$;Šampon Tania 1l Naturals  Bøíza$;24
1116$;||180724$;0
1117$;||190102$;0
1118$;\NEM\Pøeprav.supro 60*40*42$;0
1119$;\o\Závìs koupelnovı 1,8m x 2m$;0
1120$;Mop NN bavlnìnı FW 80cm plochı$;27
1121$;Septoderm 250m bezopl. dez.rukou spray$;0
1122$;Kartáè na nádobí EKO 4434$;11
1123$;||200108$;0
1124$;Páska lepící Havana 48/60$;53
1125$;||181220$;0
1126$;\O\iletk.Trim-10nou    OB$;0
1127$;\O\Soda prášková 300g$;0
1128$;Mop NN bavlnìnı Speedy 40cm 3druky uni$;43
1129$;||190102$;0
1130$;Papírové kapesníky krabice Linteo 100ks$;630
1131$;Èistiè auto MILIT 500ml MR$;90
1132$;||201110$;0
1133$;Krezosan Fresh Plus 950ml dezinf.bezchlo$;1872
1134$;||191025$;0
1135$;\O\Vako 120G vozík s víkem$;0
1136$;Drátìnı kartáè PE 1100 - 5øadı$;9
1137$;\o\Páka dímaèe-rukojet$;0
1138$;Èistiè brzd 500ml Dinitrol 7450$;104
1139$;||180815$;0
1140$;\o\Utìrka netkaná textil. 10148-01 200ut$;0
1141$;Kartáè na prádlo PE 3603 16x5x4cm$;19
1142$;Herkules 500g lepidlo maxi$;27
1143$;\O\Solvina gel 5kg$;0
1144$;WC gel Bref 360ml Pine/Jablko Zelenı$;415
1145$;Cleamen 145 20l strojní + barel$;0
1146$;Zámeèek k plech. zásobníkùm WC a ruèníkù$;8
1147$;\O\Vloka 2018D/2$;0
1148$;Mop NN bavlnìnı prováz. hrubı závit 200g$;108
1149$;Biolit elektrickı NN plus tekutá 45nocí$;12
1150$;Bistrol 5L$;15
1151$;\O\Popelník stojan.kulatı$;0
1152$;Gumové rukavice DOVOZ è.6-6,5/S      /12$;670
1153$;\S2\Ubrousky skládané 200ks Harmony 5130$;0
1154$;Sádra bílá 1kg$;26
1155$;Hùl døevìná 13Ocm s kovovım jemnı závit.$;26
1156$;||201110$;0
1157$;\O\Kartáè leštící 110/711$;0
1158$;||180724$;0
1159$;WC souprava 4342 mix barev prumìr 75mm$;76
1160$;||180724$;0
1161$;Rıák ruèní DR støední 5214/861 18x6x4cm$;28
1162$;Smetáèek DR textilní uzkı 4 øadı$;85
1163$;Lopatka PE obyèejná bez gumy 22x32cm$;31
1164$;\O\WC pap.KLEENEX 200ut.96k$;0
1165$;Holící štìtka malá 513/186$;11
1166$;\o\Vysoušeè rukou Jet Dryer Classic Hepa$;0
1167$;\o\Mazáèek na obuv 3618$;5
1168$;||190325$;0
1169$;||190111$;0
1170$;\O\Winterhalter F6800 25kg$;0
1171$;Kartáè zkumavka 14 2522/726$;6
1172$;Kartáè zkumavka 20 2524/726$;4
1173$;\o\Odkapávaè na boty 60x40cm$;0
1174$;\o\Mop drák Sprint Plus 50cm s magnetem$;0
1175$;||191025$;0
1176$;WC kartáè toèenı 1023 PH$;13
1177$;Kartáè na radiátor 4420$;26
1178$;||191218$;0
1179$;||190111$;0
1180$;Mıdlovı èistiè Krystal 5L vèelí vosk$;23
1181$;STC umìleckı plochı nelakovanı C 4  8231$;20
1182$;STC umìleckı plochı nelakovanı C 6  8231$;22
1183$;STC umìleckı plochı nelakovanı C 8  8231$;9
1184$;STC umìleckı plochı nelakovanı C14  8231$;12
1185$;STC umìleckı plochı nelakovanı C16  8231$;16
1186$;||191218$;0
1187$;||191218$;0
1188$;||191218$;0
1189$;STC umìleckı plochı èervenı C 2 7231$;14
1190$;STC umìleckı plochı èervenı C 4 7231$;10
1191$;STC umìleckı plochı èervenı C 6 7231$;9
1192$;STC umìleckı plochı èervenı C10 7231$;16
1193$;||191218$;0
1194$;STC umìleckı plochı èervenı C14 7231$;8
1195$;STC umìleckı plochı èervenı C16 7231$;13
1196$;STC umìleckı plochı èervenı C18 7231$;15
1197$;||191218$;0
1198$;STC umìleckı plochı èervenı C22 7231$;12
1199$;Kartáè silnièní 30cm 1068 s holí 140cm$;12
1200$;Zubní pasta Promise 100g s fluorem    /3$;46
1201$;\o\Motouz lnìnı 40g$;0
1202$;\O\Purex AMS 25kg$;0
1203$;||181106$;0
1204$;||190104$;0
1205$;Roho gumová dìrovaná 59x39cm OKTA v23mm$;3
1206$;||190325$;0
1207$;AVA odstraòovaè vodního kamene 250g$;30
1208$;Mop NN bavlnìnı prováz. jemnı závit 160g$;90
1209$;||191025$;0
1210$;Štìtec zapanty C  4$;34
1211$;Štìtec zapanty C  8$;27
1212$;\o\Tekuté mıdlo zpìòovací 5l modré$;0
1213$;Solvina PROFI 450ml abrazivní$;3686
1214$;||190111$;0
1215$;\o\Kuføík/obal lékarnièky oranovı prázd$;0
1216$;\o\Roho textilní Arcos 89x42,5cm èer.me$;0
1217$;||190104$;0
1219$;Mop NN mikro Sprint PLUS 40cm Bílı$;45
1220$;Kartáèek na ruce PE s dradlem3311/726/1$;17
1221$;Hùl kovová 130cm hrubı závit$;226
1222$;Kotouè okr.Prùm100-7026 5Rkov$;29
1223$;||200108$;0
1224$;Kotouè okr.Prùm200-7026 5Rkov$;10
1225$;Rukavice komfort PESTRE- Robin 2055 è.10$;0
1226$;|Paleta EUR - Tomil$;0
1227$;\o\Koupelny Lanci 750ml MR vod.kámen+dez$;0
1228$;\o\Roho textilní Drachen 90x60cm rezava$;0
1229$;\o\Pláš jednorázovı vel.L bílı$;0
1230$;\o\Adapter Tork 511010 k dávkovaèi pìnov$;0
1231$;\D\Trio Classic spray 300ml$;0
1232$;Leštìnka Diava 500ml velká$;46
1233$;\O\Nádobí Krystal ECO 750ml$;0
1234$;||191218$;0
1235$;||190103$;0
1236$;\o\Vako 120G bez vík$;0
1237$;\o\Ubrousky DekoStar mix 40x40cm 40ks$;0
1238$;\o\Clinell vlh.dez.ubrousky 1ks$;0
1239$;\O\Lak-nitro C1037 lesk 9L$;0
1240$;||180104$;0
1241$;Pastièka na myši døevìná$;96
1242$;\O\Potravinová folie 45cmx300m$;0
1243$;\o\Polomaska 3M 6300$;0
1244$;\o\Roho textilní Puma 180x120cm$;0
1245$;Toaletní papír 1vrs. Harmasan 400    50m$;2731
1246$;Sáèky do koše 70l 63x85 /8mi 40ks bílı$;238
1247$;Univerzal Savo bez chlor podl.1L Antibak$;57
1248$;\o\Brial XL Fresh 5l$;0
1249$;Šòùra prádlo bavlna 15m 5mm$;57
1250$;Motouz POP  100g  1200 m/kg$;23
1251$;||190102$;0
1252$;||190102$;0
1253$;||201111$;0
1254$;||190103$;0
1255$;\O\Drák na lahev Click støíbrnı lesk$;0
1256$;||190104$;0
1257$;Koš PVC 12L kulatı plnı hnìdı$;0
1258$;\o\Desam EXTRA 5kg$;0
1259$;Zásobník papírové role 090701 Matic manu$;11
1260$;||191219$;0
1261$;\o\Napron DuniSilk 84x84cm tmavì modré$;0
1262$;\O\štìtec pl.81265 è.3 AEGO$;0
1263$;\P\Lak.tu.HFB380089 amazon$;0
1264$;\o\Max plyn univerzální 250ml+50ml$;0
1265$;\O\Visací zámek 1473$;0
1266$;Øedidlo nitro 4l 6000$;25
1267$;\O\Pytle 150L/60mi 900x700 transparent$;0
1268$;||190213$;0
1269$;Kartáè na deskové radiatory$;6
1270$;||190111$;0
1271$;Mydlovı èistiè Pronto 750ml na døevo$;61
1272$;\o\Napron DuniLinnea 84x84cm mix$;0
1273$;Cleamen 442 1l na podlahy strojní kyselı$;0
1274$;Pøichytka na pytle-vozík$;47
1275$;\o\Zásobník ruèníky ZZ Karko 808 bílı$;0
1276$;||180530$;0
1277$;||200108$;0
1278$;||190102$;0
1279$;\o\Tekuté mıdlo 1l Riva antibakterialní$;0
1280$;Vlhèené ubrousky GreeShield 50k uniAntib$;14
1281$;||180530$;0
1282$;||201110$;0
1283$;||190417$;0
1284$;\o\Hadr èistící speciál bílı/bavlna 10kg$;9
1285$;\o\Aktivit na podlahy 1l         Banchem$;0
1286$;Grilovací tácky AL 4ks$;9
1287$;||190102$;0
1288$;||190111$;0
1289$;Herkules 250g lepidlo$;33
1290$;||200729$;0
1291$;Pad super 533mm/21" èernı,230vıø$;0
1292$;\O\Víko plast 120L 44x38cm zelené$;0
1293$;||200512$;0
1294$;Vesta reflexní ochranná oranová$;4
1295$;\o\Kartáè ehlièka velká$;0
1296$;\o\Roho gumová Okta 88x43cm èerná$;0
1297$;||190102$;0
1298$;\o\Kartáè vlas.BABY 3121$;0
1299$;STC umìleckı plochı nelakovanı C10  8231$;21
1300$;STC umìleckı plochı nelakovanı C12  8231$;6
1301$;STC umìleckı plochı èervenı C 8 7231$;10
1302$;||190103$;0
1303$;WC souprava 4322 bílá prumìr 85mm$;46
1304$;Štìtec kulatı C  8 DR 81110$;30
1305$;Smeták sálovı 80cm/IV$;27
1306$;\P\Lak.tu.F3K Corida rot$;0
1307$;Gumové rukavice Jana è.10-10,5 XL    /12$;496
1308$;Stìrka na okna 25cm   è.4425$;1
1309$;||180510$;0
1310$;||191218$;0
1311$;||190102$;0
1312$;|Paleta EUR - Solira - Daikin$;0
1313$;Cleamen 131 1l na koberce strojní+ruèní$;14
1314$;\o\Vlhèené ubr.Coyote cockpit 30ks mix$;0
1315$;Hadr na podlahu švédskı 50x80cm 235g$;192
1316$;\o\Talíø mìlkı$;0
1317$;\o\Kitchen PRO DES 2l$;0
1318$;||190102$;0
1319$;\o\Desam Wipes 100ks NN dezinf.ubrousky$;0
1320$;Kartáèek na ruce PE oboustrannı Ekonex$;73
1321$;|Paleta EUR - nákup$;0
1322$;||180723$;0
1323$;Drátìnı kartáè DR 4øadı C 1406$;19
1324$;\o\Talíø hlubokı$;0
1325$;Obuv sandál pánská pøezka,bez paty 37-46$;0
1326$;Osvìovaè elek.Airwick NN prádlo/tyrk19m$;2
1327$;\O\Kyselina citronová 10kg$;0
1328$;Pad super 533mm/21" hnìdı,230vıø$;0
1329$;\O\Visaèka na klíèe$;0
1330$;Kondicioner Nivea 200ml Normal$;6
1331$;||190111$;0
1332$;\o\Ubrousky 3vrs.20ks bordo$;0
1333$;\o\Dávkovaè DEB bílo/èervenı 1L Proline$;0
1334$;||190102$;0
1335$;||180109$;0
1336$;Drátìnı kartáè DR 5øadı C 1506$;4
1337$;\o\Roho textilní Arcos 235x60cm èerná$;0
1338$;\o\Sáèek na psí exkrementy 50ks$;0
1339$;Rıák na hùl DR 4224/861 22x7x5cm$;30
1340$;\P\Lak.tu.HFA380085 yellow F1F$;0
1341$;\o\Roho textilní Arcos 90x70cm èerná ol$;0
1342$;Rıák ruèní DR špièka 5097 21x6x4cm$;31
1343$;||190102$;0
1344$;||190213$;0
1345$;Rıák ruèní DR støední 4209 18x6x4cm$;29
1346$;\o\Cleamen 101/201 1l$;0
1347$;Osvìovaè spray Glade 300ml Santal.døevo$;145
1348$;||190102$;0
1349$;||200729$;0
1350$;||190104$;0
1351$;\o\Øedidlo S 6300 sud 160kg/185l$;0
1352$;||190103$;0
1353$;||190104$;0
1354$;||201110$;0
1355$;\o\Filtr 3M 6057 ABE1$;0
1356$;Šampon Primo 500ml Bøíza Clear$;80
1357$;Hùl DR 160cm prùmìr 24mm$;230
1358$;||191025$;0
1359$;Drátìnka nerez 15g  3ks$;265
1360$;\o\Mop NN bavlnìnı Sprint 50cm$;0
1361$;Pad super 457mm/18" èervenı$;0
1362$;||190104$;0
1363$;\o\Roho gumová Okta 120x153cm èerná$;0
1364$;Neon odstraòovaè skvrn na bílé/White 750$;28
1365$;\o\Arva bezoplachová 4l$;0
1366$;Zubní kartáèek Rebi-Dentál M43 tvrdı$;12
1367$;||190102$;0
1368$;\O\Imagin na konvektomaty Automat O 15kg$;0
1369$;Zubní kartáèek dìtskı Ferda M30$;40
1370$;Destilovaná voda 25l Bal$;24
1371$;||200909$;0
1372$;\o\Barva S 2177/0530 0.75l 3v1$;0
1373$;Guma do stìrky 35cm Pulex soft$;14
1374$;||180530$;0
1375$;Obuv Farmáøka polobotka 37-46$;0
1376$;Friterm E Stabil 25kg$;0
1377$;Savo 15kg kanystr$;7
1378$;Benzín technickı 9l$;24
1379$;Prachovka jemná  40x40cm$;262
1380$;||181106$;0
1381$;||190104$;0
1382$;Koš PVC 12L kulatı dìrovanı šedı 31x29cm$;0
1383$;\P\Lak.tu.HFB380082 tan.or$;0
1384$;\o\Zásobník ubrousky Tork 272600 Interfo$;0
1385$;\o\Barva S 2159/0110 4l Siba šedá$;0
1386$;\o\Obuv Panda polob.S1 ocel.špiè. è.42$;0
1387$;||191218$;0
1388$;\P\Lak.tu.HFB380084 race blue$;0
1389$;Kartáèek na ruce døevìnı štìtiny 3120$;18
1390$;||190104$;0
1391$;Hùl teleskop 150- 300cm s redukcí Spokar$;18
1392$;||180530$;0
1393$;\o\Stojan na odpad dvojitı SUN2$;0
1394$;Náplast Hansaplast/Cosmos vodìodolná 20k$;19
1395$;\o\Kitchen PRO DUO 2l$;0
1396$;\O\Barva Kontosil RAL 6034 5l$;0
1397$;\o\Vìdro okenní 45cm na koleèkách$;0
1398$;||180530$;0
1399$;||200729$;0
1400$;||191025$;0
1401$;Mıdlo Jádrové Extra SOFT bílé 175g$;219
1402$;Kartáèek na ruce PE baòatı 3310/2$;39
1403$;Váleèek molitan náhrada 10cm$;280
1404$;Vlhèené ubrousky Pronto náb.25ks multifu$;123
1405$;STC školní kulatı KOV C10 7102$;18
1406$;Písek tekutı REAL 10kg Industrial Klasik$;14
1407$;\o\Štìtec toèenı do benzínu$;0
1408$;||191025$;0
1409$;\O\Univerzal Milit 50l lutı$;0
1410$;||190528$;0
1411$;Roho textilní 60x40cm Tiger modrá$;3
1412$;Utìrka Cleamax Fine zelená$;0
1413$;\o\Incidin Oxy Wipes 100ks$;0
1414$;\o\Tatrafán sáèek køí.dno 140x240 100ks$;0
1415$;Škrob Unipret prášek 120g za studena$;59
1416$;Osvìovaè spray Wind 300ml Citrus$;367
1417$;\o\Maska 3M 6800 celooblièejová$;0
1418$;Toaletní papír 1vrs.400 Cerepa/Recy  30m$;4037
1419$;Šampon Primo 500ml Kopøiva Clear$;64
1420$;\O\stojan podlahovı 209460$;0
1421$;Kolíèky na prádlo PVC 20ks$;46
